lot,lat,axis,uf,value
-35.4420,-6.7510,Sertãozinho,PB,9300
-35.2390,-7.1440,Sobrado,PB,2302
-35.6970,-6.7780,Solânea,PB,9983
-36.3630,-7.0570,Soledade,PB,7765
-36.2540,-6.7690,Sossêgo,PB,951
-38.2310,-6.7610,Sousa,PB,7187
-36.8800,-7.6720,Sumé,PB,2988
-36.8270,-7.2070,Taperoá,PB,7967
-37.8780,-7.6360,Tavares,PB,7684
-37.2540,-7.2230,Teixeira,PB,3842
-36.6290,-6.9420,Tenório,PB,997
-38.5970,-6.5790,Triunfo,PB,6605
-38.4120,-6.5180,Uiraúna,PB,449
-35.6640,-7.6960,Umbuzeiro,PB,9954
-36.9920,-6.7720,Várzea,PB,6719
-38.2560,-6.5070,Vieirópolis,PB,5568
-37.5670,-6.7380,Vista Serrana,PB,3319
-37.0980,-8.0760,Zabelê,PB,538
-34.9030,-7.9120,Abreu e Lima,PE,6175
-37.6390,-7.7510,Afogados da Ingazeira,PE,9794
-41.0050,-8.5150,Afrânio,PE,5535
-35.9450,-8.4580,Agrestina,PE,3189
-35.5310,-8.7070,Água Preta,PE,6436
-37.1230,-9.1110,Águas Belas,PE,2730
-36.7760,-8.4660,Alagoinha,PE,549
-35.2310,-7.6030,Aliança,PE,5738
-36.0590,-8.4900,Altinho,PE,1200
-35.4530,-8.3830,Amaraji,PE,1098
-36.2860,-8.8900,Angelim,PE,8755
-35.0910,-7.7900,Araçoiaba,PE,4483
-40.4980,-7.5760,Araripina,PE,1916
-37.0540,-8.4190,Arcoverde,PE,5179
-35.6580,-8.4200,Barra de Guabiraba,PE,2209
-35.1860,-8.8180,Barreiros,PE,4103
-35.8090,-8.6140,Belém de Maria,PE,5212
-38.9640,-8.7580,Belém de São Francisco,PE,8546
-36.4240,-8.3360,Belo Jardim,PE,5344
-38.0340,-8.2760,Betânia,PE,6497
-35.7970,-8.2330,Bezerros,PE,880
-39.9410,-7.7780,Bodocó,PE,1089
-36.6800,-9.1700,Bom Conselho,PE,9018
-35.5870,-7.7960,Bom Jardim,PE,5978
-35.7290,-8.4700,Bonito,PE,4375
-36.5690,-9.0300,Brejão,PE,2476
-37.2860,-7.3490,Brejinho,PE,8236
-36.3710,-8.1460,Brejo da Madre de Deus,PE,7417
-35.3270,-7.7260,Buenos Aires,PE,7065
-37.1560,-8.6230,Buíque,PE,7838
-35.0350,-8.2870,Cabo de Santo Agostinho,PE,530
-39.3070,-8.5120,Cabrobó,PE,4892
-36.2330,-8.4860,Cachoeirinha,PE,3882
-36.6230,-8.7730,Caetés,PE,7288
-36.3340,-8.7420,Calçado,PE,4722
-38.1500,-7.9410,Calumbi,PE,6770
-34.9810,-8.0220,Camaragibe,PE,1201
-35.7620,-8.3590,Camocim de São Félix,PE,6057
-35.2740,-7.4070,Camutanga,PE,5499
-36.1910,-8.8820,Canhotinho,PE,5146
-36.6270,-8.7350,Capoeiras,PE,8685
-37.7940,-7.8050,Carnaíba,PE,8118
-38.7440,-8.3220,Carnaubeira da Penha,PE,1030
-35.2550,-7.8510,Carpina,PE,6697
-35.9760,-8.2830,Caruaru,PE,3558
-35.7210,-7.7410,Casinhas,PE,1345
-35.7170,-8.6670,Catende,PE,2182
-39.2390,-7.7220,Cedro,PE,8649
-35.2130,-8.0010,Chã de Alegria,PE,2838
-35.4620,-8.2380,Chã Grande,PE,8932
-35.1060,-7.5860,Condado,PE,7106
-36.3300,-9.1290,Correntes,PE,2143
-35.5410,-8.4700,Cortês,PE,7920
-35.6970,-8.0060,Cumaru,PE,5794
-35.9500,-8.6170,Cupira,PE,8213
-37.6430,-8.0880,Custódia,PE,935
-40.7710,-8.4470,Dormentes,PE,696
-35.2240,-8.3590,Escada,PE,2991
-39.7240,-7.5120,Exu,PE,7592
-35.3890,-7.9510,Feira Nova,PE,7427
-32.4110,-3.8400,Fernando de Noronha,PE,646
-35.2440,-7.4480,Ferreiros,PE,482
-37.9750,-7.8660,Flores,PE,9413
-38.5680,-8.6010,Floresta,PE,7372
-35.9120,-7.9400,Frei Miguelinho,PE,3368
-35.3870,-8.5840,Gameleira,PE,8232
-36.4930,-8.8900,Garanhuns,PE,5447
-35.2930,-8.0020,Glória do Goitá,PE,2627
-35.0030,-7.5610,Goiana,PE,5425
-39.6150,-7.7160,Granito,PE,4270
-35.5650,-8.2010,Gravatá,PE,2771
-36.8460,-9.0460,Iati,PE,5964
-37.6900,-8.5410,Ibimirim,PE,7471
-36.1790,-8.5810,Ibirajuba,PE,5770
-34.9060,-7.8340,Igarassu,PE,9756
-37.5150,-7.8350,Iguaraci,PE,9768
-34.8260,-7.7480,Ilha de Itamaracá,PE,9505
-37.8270,-8.9030,Inajá,PE,5461
-37.4600,-7.6760,Ingazeira,PE,7312
-35.0640,-8.3990,Ipojuca,PE,7678
-40.1490,-7.6520,Ipubi,PE,9940
-38.7040,-8.8340,Itacuruba,PE,4942
-37.4230,-8.9480,Itaíba,PE,8282
-35.1130,-7.4100,Itambé,PE,3241
-37.1900,-7.3780,Itapetim,PE,2295
-34.8920,-7.7760,Itapissuma,PE,3949
-35.1020,-7.6680,Itaquitinga,PE,6271
-35.0150,-8.1130,Jaboatão dos Guararapes,PE,2457
-35.7930,-8.7270,Jaqueira,PE,8012
-36.4960,-7.9900,Jataúba,PE,1997
-38.2690,-9.1830,Jatobá,PE,432
-35.5880,-7.8560,João Alfredo,PE,6423
-35.5330,-8.6240,Joaquim Nabuco,PE,5139
-36.4890,-8.7060,Jucati,PE,7851
-36.4150,-8.7120,Jupi,PE,1906
-36.1360,-8.7180,Jurema,PE,8922
-35.3200,-7.8450,Lagoa do Carro,PE,9066
-35.2900,-7.9360,Lagoa do Itaenga,PE,3905
-36.4580,-9.1270,Lagoa do Ouro,PE,9464
-35.9000,-8.6580,Lagoa dos Gatos,PE,3115
-40.2720,-8.9970,Lagoa Grande,PE,1191
-36.3200,-8.6640,Lajedo,PE,8340
-35.4500,-7.8750,Limoeiro,PE,4572
-35.4530,-7.5550,Macaparana,PE,4276
-35.5220,-7.6910,Machados,PE,4761
-37.6280,-8.9640,Manari,PE,7905
-35.8290,-8.8030,Maraial,PE,1336
-38.7280,-8.1190,Mirandiba,PE,8829
-39.5510,-7.6310,Moreilândia,PE,1025
-35.0920,-8.1190,Moreno,PE,401
-35.2280,-7.7420,Nazaré da Mata,PE,205
-34.8550,-8.0090,Olinda,PE,3419
-35.6020,-7.7450,Orobó,PE,9126
-39.6020,-8.6200,Orocó,PE,6226
-40.0820,-7.8830,Ouricuri,PE,6186
-35.5920,-8.6830,Palmares,PE,3353
-36.3260,-9.0040,Palmeirina,PE,1173
-36.0060,-8.6640,Panelas,PE,8880
-36.6580,-8.9210,Paranatama,PE,7419
-39.5780,-8.0910,Parnamirim,PE,3562
-35.5810,-7.9950,Passira,PE,8579
-35.1800,-7.8970,Paudalho,PE,1316
-34.8730,-7.9410,Paulista,PE,6525
-36.9410,-8.4970,Pedra,PE,9368
-36.6960,-8.3580,Pesqueira,PE,749
-38.3030,-9.0690,Petrolândia,PE,9424
-40.5080,-9.3930,Petrolina,PE,1049
-36.7050,-8.1860,Poção,PE,2058
-35.3960,-8.1410,Pombos,PE,3203
-35.3540,-8.3310,Primavera,PE,8755
-36.0120,-8.8280,Quipapá,PE,3586
-37.8480,-7.7200,Quixaba,PE,4652
-34.8810,-8.0540,Recife,PE,3883
-35.8560,-8.1340,Riacho das Almas,PE,2525
-35.3780,-8.5140,Ribeirão,PE,5952
-35.1590,-8.6640,Rio Formoso,PE,5127
-35.7060,-8.3280,Sairé,PE,6994
-35.6330,-7.9360,Salgadinho,PE,9420
-39.1200,-8.0670,Salgueiro,PE,3834
-36.6880,-8.9760,Saloá,PE,1822
-36.5660,-8.3610,Sanharó,PE,6969
-40.3360,-8.2400,Santa Cruz,PE,4206
-38.1530,-7.8210,Santa Cruz da Baixa Verde,PE,1168
-36.2050,-7.9570,Santa Cruz do Capibaribe,PE,1436
-40.6160,-8.1630,Santa Filomena,PE,4004
-39.8250,-8.8090,Santa Maria da Boa Vista,PE,5515
-35.9020,-7.8400,Santa Maria do Cambucá,PE,8102
-37.4800,-7.3780,Santa Terezinha,PE,7431
-35.9520,-8.8080,São Benedito do Sul,PE,9515
-36.4440,-8.5230,São Bento do Una,PE,1262
-36.1430,-8.3260,São Caitano,PE,5858
-36.3670,-8.8760,São João,PE,5153
-35.8040,-8.4320,São Joaquim do Monte,PE,228
-35.1480,-8.8980,São José da Coroa Grande,PE,8516
-38.7600,-7.8610,São José do Belmonte,PE,3439
-37.2740,-7.4790,São José do Egito,PE,6320
-35.0180,-8.0020,São Lourenço da Mata,PE,1926
-35.4910,-7.5910,São Vicente Ferrer,PE,5613
-38.2960,-7.9860,Serra Talhada,PE,3742
-39.2960,-7.9330,Serrita,PE,2615
-37.2640,-8.0740,Sertânia,PE,2188
-35.1160,-8.5910,Sirinhaém,PE,2210
-37.6520,-7.6000,Solidão,PE,2946
-35.7480,-7.8150,Surubim,PE,318
-37.5390,-7.5910,Tabira,PE,3203
-36.2930,-8.3160,Tacaimbó,PE,7772
-38.1500,-9.1060,Tacaratu,PE,3193
-35.1050,-8.7600,Tamandaré,PE,5936
-36.0440,-7.9030,Taquaritinga do Norte,PE,7392
-36.6230,-9.0560,Terezinha,PE,9646
-39.3760,-8.2300,Terra Nova,PE,9205
-35.3180,-7.5050,Timbaúba,PE,7043
-36.0510,-7.9990,Toritama,PE,5117
-35.2400,-7.8050,Tracunhaém,PE,5864
-40.2680,-7.7620,Trindade,PE,49
-38.1020,-7.8380,Triunfo,PE,3494
-37.3400,-8.7530,Tupanatinga,PE,7720
-37.3110,-7.6020,Tuparetama,PE,9961
-36.8740,-8.5750,Venturosa,PE,6234
-38.9720,-7.9260,Verdejante,PE,2711
-35.8500,-7.7710,Vertente do Lério,PE,1434
-35.9880,-7.9030,Vertentes,PE,784
-35.3270,-7.6570,Vicência,PE,1515
-35.2910,-8.1180,Vitória de Santo Antão,PE,3421
-35.6270,-8.8020,Xexéu,PE,1363
-41.0820,-8.2150,Acauã,PI,2793
-42.6690,-5.7990,Agricolândia,PI,5289
-42.6380,-5.8900,Água Branca,PI,7682
-40.9390,-7.0080,Alagoinha do Piauí,PI,9919
-40.8580,-7.2430,Alegrete do Piauí,PI,2782
-42.2100,-5.2510,Alto Longá,PI,8135
-42.4610,-5.0390,Altos,PI,4331
-43.7770,-8.4240,Alvorada do Gurguéia,PI,8086
-42.8550,-6.2410,Amarante,PI,1293
-42.7390,-6.0860,Angical do Piauí,PI,9728
-43.0460,-9.1890,Anísio de Abreu,PI,8373
-44.1980,-7.2190,Antônio Almeida,PI,6701
-41.7930,-6.1190,Aroazes,PI,5219
-42.5320,-6.6550,Arraial,PI,6367
-41.0390,-5.8660,Assunção do Piauí,PI,6684
-43.9490,-10.1370,Avelino Lopes,PI,2648
-45.2140,-7.8500,Baixa Grande do Ribeiro,PI,5627
-42.1140,-6.5170,Barra d'Alcântara,PI,6114
-42.2960,-4.2470,Barras,PI,1872
-45.4750,-9.9250,Barreiras do Piauí,PI,4082
-42.5130,-5.8180,Barro Duro,PI,9352
-42.0780,-4.0240,Batalha,PI,8591
-41.8680,-7.9890,Bela Vista do Piauí,PI,2331
-40.9720,-7.3760,Belém do Piauí,PI,4961
-42.3600,-5.4550,Beneditinos,PI,5731
-43.9510,-7.6410,Bertolínia,PI,9857
-40.7960,-8.1480,Betânia do Piauí,PI,6213
-42.0860,-4.4110,Boa Hora,PI,6684
-41.3230,-6.9430,Bocaina,PI,3303
-44.3590,-9.0740,Bom Jesus,PI,60
-41.6450,-3.1910,Bom Princípio do Piauí,PI,5820
-42.8740,-9.1660,Bonfim do Piauí,PI,8327
-42.0740,-4.4870,Boqueirão do Piauí,PI,9140
-41.7820,-4.1310,Brasileira,PI,8782
-42.8260,-8.2140,Brejo do Piauí,PI,3905
-41.8670,-3.1750,Buriti dos Lopes,PI,1394
-41.0980,-5.3120,Buriti dos Montes,PI,738
-42.3090,-4.4760,Cabeceiras do Piauí,PI,3477
-42.3920,-6.7660,Cajazeiras do Piauí,PI,6923
-41.3360,-2.9280,Cajueiro da Praia,PI,6209
-40.6370,-7.3320,Caldeirão Grande do Piauí,PI,5766
-41.8820,-7.6600,Campinas do Piauí,PI,3141
-41.8360,-8.3760,Campo Alegre do Fidalgo,PI,2450
-41.0360,-7.1320,Campo Grande do Piauí,PI,9252
-42.6290,-3.8120,Campo Largo do Piauí,PI,5713
-42.1690,-4.8280,Campo Maior,PI,3326
-43.7210,-7.6880,Canavieira,PI,3710
-42.9440,-8.1100,Canto do Buriti,PI,1661
-41.9440,-4.4570,Capitão de Campos,PI,6555
-41.8200,-8.4900,Capitão Gervásio Oliveira,PI,1723
-43.3300,-9.2790,Caracol,PI,8986
-41.8430,-3.4760,Caraúbas do Piauí,PI,6411
-40.9900,-7.7330,Caridade do Piauí,PI,3548
-41.5530,-5.3220,Castelo do Piauí,PI,95
-41.8960,-3.4180,Caxingó,PI,2638
-41.5550,-3.4710,Cocal,PI,8288
-41.9720,-4.5590,Cocal de Telha,PI,3410
-41.4490,-3.7290,Cocal dos Alves,PI,2778
-42.3680,-5.0660,Coivaras,PI,5495
-43.7920,-8.1820,Colônia do Gurguéia,PI,8633
-42.1780,-7.2310,Colônia do Piauí,PI,94
-41.5970,-7.8780,Conceição do Canindé,PI,7960
-42.5130,-8.8160,Coronel José Dias,PI,5041
-45.1620,-10.4430,Corrente,PI,469
-45.1850,-10.6530,Cristalândia do Piauí,PI,6591
-44.2240,-8.8180,Cristino Castro,PI,1874
-44.3060,-10.0360,Curimatá,PI,5084
-44.4110,-9.0070,Currais,PI,5133
-40.9010,-7.8320,Curral Novo do Piauí,PI,7493
-42.7780,-5.5830,Curralinhos,PI,1154
-42.6760,-5.3580,Demerval Lobão,PI,4568
-42.4280,-9.3380,Dirceu Arcoverde,PI,8322
-41.6410,-6.9590,Dom Expedito Lopes,PI,5338
-41.9740,-9.0020,Dom Inocêncio,PI,2832
-41.2700,-4.2540,Domingos Mourão,PI,471
-42.1400,-6.2020,Elesbão Veloso,PI,5233
-43.6640,-8.0970,Eliseu Martins,PI,3503
-42.2340,-3.9020,Esperantina,PI,1595
-42.7910,-9.4840,Fartura do Piauí,PI,8739
-42.9270,-7.7910,Flores do Piauí,PI,9710
-41.7940,-7.4690,Floresta do Piauí,PI,8176
-43.0230,-6.7670,Floriano,PI,2080
-42.2620,-6.3960,Francinópolis,PI,8522
-42.6930,-6.6230,Francisco Ayres,PI,4013
-40.7880,-7.3310,Francisco Macedo,PI,1729
-41.1380,-6.9930,Francisco Santos,PI,8740
-40.6160,-7.0880,Fronteiras,PI,9559
-41.3610,-7.1580,Geminiano,PI,5824
-45.3440,-9.8320,Gilbués,PI,98
-43.5690,-6.7870,Guadalupe,PI,6371
-43.6870,-9.3980,Guaribas,PI,6248
-42.5560,-5.9890,Hugo Napoleão,PI,20
-41.8210,-2.8580,Ilha Grande,PI,6099
-41.7080,-6.6680,Inhuma,PI,8788
-41.7410,-6.8280,Ipiranga do Piauí,PI,5548
-41.6760,-7.7380,Isaías Coelho,PI,8542
-41.4780,-7.4470,Itainópolis,PI,8848
-43.0260,-7.6030,Itaueira,PI,1400
-41.2100,-7.9350,Jacobina do Piauí,PI,9882
-41.1380,-7.3590,Jaicós,PI,4520
-42.6300,-6.0990,Jardim do Mulato,PI,8465
-41.8180,-4.7710,Jatobá do Piauí,PI,3637
-43.5100,-7.0880,Jerumenha,PI,4893
-42.4140,-8.5110,João Costa,PI,9799
-42.1980,-3.5080,Joaquim Pires,PI,8094
-42.4280,-3.4780,Joca Marques,PI,4458
-42.5760,-4.7560,José de Freitas,PI,4992
-41.7030,-5.1720,Juazeiro do Piauí,PI,4321
-44.2380,-10.3230,Júlio Borges,PI,2934
-43.1280,-9.2310,Jurema,PI,6170
-42.6250,-4.5160,Lagoa Alegre,PI,1781
-41.6010,-4.3920,Lagoa de São Francisco,PI,3718
-41.5280,-8.4750,Lagoa do Barro do Piauí,PI,544
-42.6430,-5.4150,Lagoa do Piauí,PI,8006
-41.5840,-6.5130,Lagoa do Sítio,PI,1479
-42.6230,-5.8310,Lagoinha do Piauí,PI,5026
-43.9300,-7.2660,Landri Sales,PI,1095
-41.6670,-2.8790,Luís Correia,PI,6615
-42.3700,-3.4580,Luzilândia,PI,3105
-42.5040,-3.4830,Madeiro,PI,9492
-43.8720,-8.0130,Manoel Emídio,PI,8259
-40.6610,-7.4430,Marcolândia,PI,1245
-43.8940,-7.1210,Marcos Parente,PI,9622
-41.1260,-7.4630,Massapê do Piauí,PI,3202
-42.5560,-3.7160,Matias Olímpio,PI,5958
-42.8950,-4.1660,Miguel Alves,PI,9016
-42.7390,-5.6810,Miguel Leão,PI,7415
-41.4220,-4.6840,Milton Brandão,PI,5382
-42.6080,-5.5640,Monsenhor Gil,PI,8687
-41.0300,-6.9960,Monsenhor Hipólito,PI,9301
-45.3040,-9.7540,Monte Alegre do Piauí,PI,6156
-43.9010,-9.7250,Morro Cabeça no Tempo,PI,2851
-42.3120,-3.7430,Morro do Chapéu do Piauí,PI,8205
-42.0940,-3.3190,Murici dos Portelas,PI,4323
-42.6720,-6.9730,Nazaré do Piauí,PI,7453
-42.1730,-4.6310,Nossa Senhora de Nazaré,PI,5451
-42.6210,-3.9790,Nossa Senhora dos Remédios,PI,8742
-42.0520,-8.0870,Nova Santa Rita,PI,7043
-41.9390,-6.4490,Novo Oriente do Piauí,PI,9249
-41.9330,-5.2880,Novo Santo Antônio,PI,1860
-42.1310,-7.0250,Oeiras,PI,9532
-42.5750,-5.8410,Olho d'Água do Piauí,PI,9746
-40.9040,-7.3550,Padre Marcos,PI,1950
-42.2560,-7.7780,Paes Landim,PI,8596
-42.8220,-7.8560,Pajeú do Piauí,PI,1999
-44.2360,-8.7270,Palmeira do Piauí,PI,56
-43.0630,-5.9780,Palmeirais,PI,8280
-41.7040,-7.1040,Paquetá,PI,4418
-44.6390,-10.2270,Parnaguá,PI,9314
-41.7770,-2.9050,Parnaíba,PI,9979
-42.4400,-5.8580,Passagem Franca do Piauí,PI,9660
-41.2440,-7.6680,Patos do Piauí,PI,7416
-41.1500,-8.1440,Paulistana,PI,312
-43.2230,-7.9660,Pavussu,PI,8284
-41.4590,-4.4250,Pedro II,PI,4598
-42.2850,-8.0680,Pedro Laurentino,PI,7933
-41.4670,-7.0770,Picos,PI,2244
-41.4190,-6.2450,Pimenteiras,PI,9602
-40.5790,-6.8380,Pio IX,PI,9917
-41.7090,-3.9280,Piracuruca,PI,7193
-41.7770,-4.2730,Piripiri,PI,9037
-42.7100,-3.8930,Porto,PI,9204
-44.1820,-6.9670,Porto Alegre do Piauí,PI,3809
-42.2070,-5.6670,Prata do Piauí,PI,348
-41.4190,-8.5790,Queimada Nova,PI,4774
-44.5860,-9.4870,Redenção do Gurguéia,PI,3673
-42.6880,-6.2380,Regeneração,PI,3499
-44.9530,-10.1250,Riacho Frio,PI,3551
-42.7130,-7.6910,Ribeira do Piauí,PI,713
-45.2420,-7.5580,Ribeiro Gonçalves,PI,6288
-43.1420,-7.7750,Rio Grande do Piauí,PI,4531
-41.7680,-7.1850,Santa Cruz do Piauí,PI,8575
-41.9590,-5.8000,Santa Cruz dos Milagres,PI,917
-45.9220,-9.1120,Santa Filomena,PI,663
-44.1290,-8.9540,Santa Luz,PI,7717
-42.2880,-6.7990,Santa Rosa do Piauí,PI,9512
-41.5190,-6.9480,Santana do Piauí,PI,9426
-41.2340,-6.9810,Santo Antônio de Lisboa,PI,1531
-42.7100,-6.0470,Santo Antônio dos Milagres,PI,2314
-41.9110,-7.4300,Santo Inácio do Piauí,PI,4615
-43.0040,-8.9620,São Braz do Piauí,PI,2235
-42.1140,-5.9330,São Félix do Piauí,PI,7601
-41.6860,-8.2380,São Francisco de Assis do Piauí,PI,1819
-42.5430,-7.2510,São Francisco do Piauí,PI,9753
-45.3030,-10.0300,São Gonçalo do Gurguéia,PI,8185
-42.7030,-5.9930,São Gonçalo do Piauí,PI,4322
-41.3430,-6.8170,São João da Canabrava,PI,3742
-41.2580,-3.9560,São João da Fronteira,PI,2268
-41.8990,-5.5140,São João da Serra,PI,1412
-41.8900,-6.9420,São João da Varjota,PI,8762
-42.4460,-3.8190,São João do Arraial,PI,5889
-42.2470,-8.3580,São João do Piauí,PI,4173
-41.8330,-3.8110,São José do Divino,PI,4007
-42.5640,-7.4940,São José do Peixe,PI,4829
-41.4750,-6.8720,São José do Piauí,PI,8199
-40.8260,-7.0850,São Julião,PI,8341
-42.5450,-9.1690,São Lourenço do Piauí,PI,598
-41.3240,-6.8250,São Luis do Piauí,PI,5350
-42.1860,-5.8640,São Miguel da Baixa Grande,PI,371
-42.3700,-7.5860,São Miguel do Fidalgo,PI,746
-41.3230,-5.5040,São Miguel do Tapuio,PI,1223
-42.7190,-5.9290,São Pedro do Piauí,PI,6714
-42.6990,-9.0150,São Raimundo Nonato,PI,4905
-44.8340,-10.8170,Sebastião Barros,PI,9512
-44.0640,-7.5660,Sebastião Leal,PI,999
-41.7320,-4.9180,Sigefredo Pacheco,PI,878
-40.8180,-7.5990,Simões,PI,4495
-41.9100,-7.8540,Simplício Mendes,PI,5615
-42.4910,-7.8660,Socorro do Piauí,PI,6301
-41.3840,-7.0430,Sussuapara,PI,4329
-42.9140,-8.4000,Tamboril do Piauí,PI,7184
-42.2820,-6.6000,Tanque do Piauí,PI,351
-42.8020,-5.0890,Teresina,PI,7792
-42.8640,-4.5860,União,PI,9115
-44.5560,-7.2290,Uruçuí,PI,2535
-41.7460,-6.4080,Valença do Piauí,PI,5242
-42.9640,-9.2390,Várzea Branca,PI,7238
-42.2460,-6.5450,Várzea Grande,PI,1575
-41.4830,-7.6030,Vera Mendes,PI,6884
-40.9400,-7.1360,Vila Nova do Piauí,PI,8274
-41.9100,-7.2330,Wall Ferraz,PI,8327
-50.3130,-23.3040,Abatiá,PR,3184
-48.9910,-24.6570,Adrianópolis,PR,1905
-49.3350,-25.9930,Agudos do Sul,PR,9972
-49.3100,-25.3250,Almirante Tamandaré,PR,888
-52.7130,-24.7980,Altamira do Paraná,PR,6635
-52.3190,-23.1290,Alto Paraná,PR,3076
-53.4410,-24.0280,Alto Piquiri,PR,4866
-53.9020,-23.8740,Altônia,PR,6013
-51.2310,-22.7800,Alvorada do Sul,PR,9315
-52.7880,-23.0960,Amaporã,PR,3733
-53.4730,-25.9150,Ampére,PR,5977
-53.0840,-24.7170,Anahy,PR,2681
-50.2290,-23.0510,Andirá,PR,4478
-51.9150,-23.1950,Ângulo,PR,4023
-48.7120,-25.4290,Antonina,PR,7458
-50.1970,-25.9860,Antônio Olinto,PR,487
-51.4610,-23.5510,Apucarana,PR,4778
-51.4240,-23.4190,Arapongas,PR,8921
-49.8270,-24.1580,Arapoti,PR,3180
-51.7870,-24.3160,Arapuã,PR,1273
-52.4960,-23.9320,Araruna,PR,2166
-49.4100,-25.5930,Araucária,PR,3047
-51.5850,-24.3860,Ariranha do Ivaí,PR,1065
-50.8410,-23.3730,Assaí,PR,2034
-53.5210,-24.4200,Assis Chateaubriand,PR,3984
-51.6660,-23.2330,Astorga,PR,8884
-52.0540,-23.1510,Atalaia,PR,292
-49.6360,-25.5840,Balsa Nova,PR,2959
-50.3680,-23.1100,Bandeirantes,PR,8023
-52.0120,-24.0300,Barbosa Ferraz,PR,8974
-50.1810,-23.1150,Barra do Jacaré,PR,9764
-53.6330,-26.2540,Barracão,PR,2027
-53.6650,-25.8810,Bela Vista da Caroba,PR,456
-51.1910,-22.9970,Bela Vista do Paraíso,PR,8715
-51.5530,-26.1610,Bituruna,PR,7736
-52.7890,-24.2420,Boa Esperança,PR,5772
-53.2120,-25.6360,Boa Esperança do Iguaçu,PR,5401
-51.6280,-24.8690,Boa Ventura de São Roque,PR,3688
-53.4080,-25.4360,Boa Vista da Aparecida,PR,8304
-49.1150,-25.2060,Bocaiúva do Sul,PR,1185
-53.5970,-26.1930,Bom Jesus do Sul,PR,715
-51.7640,-23.7100,Bom Sucesso,PR,3127
-52.8340,-26.0760,Bom Sucesso do Sul,PR,6235
-51.5880,-23.9410,Borrazópolis,PR,1729
-53.1220,-24.8160,Braganey,PR,7043
-53.5250,-24.1970,Brasilândia do Sul,PR,7046
-51.7160,-22.7930,Cafeara,PR,8034
-53.3200,-24.6180,Cafelândia,PR,6639
-53.5130,-23.9020,Cafezal do Sul,PR,7088
-51.3550,-23.6500,Califórnia,PR,2765
-50.0740,-23.0460,Cambará,PR,2553
-51.2780,-23.2760,Cambé,PR,5738
-51.5780,-23.5830,Cambira,PR,8900
-52.7990,-24.5920,Campina da Lagoa,PR,9774
-51.8270,-25.0790,Campina do Simão,PR,1673
-49.0550,-25.3060,Campina Grande do Sul,PR,5867
-52.9930,-25.0310,Campo Bonito,PR,6825
-49.6830,-25.9780,Campo do Tenente,PR,9029
-49.5280,-25.4590,Campo Largo,PR,6416
-49.4510,-25.3690,Campo Magro,PR,9403
-52.3830,-24.0460,Campo Mourão,PR,8033
-51.3330,-24.5670,Cândido de Abreu,PR,9898
-52.1260,-25.6630,Candói,PR,2330
-52.1260,-25.3740,Cantagalo,PR,9070
-53.8090,-25.6720,Capanema,PR,5432
-53.6140,-25.4790,Capitão Leônidas Marques,PR,2
-50.0970,-24.9180,Carambeí,PR,8962
-49.7210,-23.4250,Carlópolis,PR,2069
-53.4550,-24.9560,Cascavel,PR,1584
-50.0120,-24.7910,Castro,PR,969
-53.1570,-25.2030,Catanduvas,PR,3064
-51.5950,-22.8210,Centenário do Sul,PR,7119
-49.2610,-24.8240,Cerro Azul,PR,2242
-53.8490,-25.1470,Céu Azul,PR,767
-52.5230,-25.8560,Chopinzinho,PR,6808
-52.6050,-23.6630,Cianorte,PR,6256
-52.9450,-23.3800,Cidade Gaúcha,PR,9559
-52.4710,-26.3960,Clevelândia,PR,3006
-49.2240,-25.2920,Colombo,PR,9366
-51.9730,-22.8380,Colorado,PR,9583
-50.5540,-23.5510,Congonhinhas,PR,6701
-50.1690,-23.6300,Conselheiro Mairinck,PR,1791
-49.5350,-25.6760,Contenda,PR,8753
-53.3070,-24.7990,Corbélia,PR,5261
-50.6470,-23.1810,Cornélio Procópio,PR,4888
-52.0320,-26.2280,Coronel Domingos Soares,PR,5058
-52.5680,-25.9800,Coronel Vivida,PR,1926
-52.1200,-24.1010,Corumbataí do Sul,PR,7108
-51.3470,-26.0170,Cruz Machado,PR,7198
-53.1280,-25.6160,Cruzeiro do Iguaçu,PR,7799
-53.0730,-23.7850,Cruzeiro do Oeste,PR,9464
-52.1610,-22.9620,Cruzeiro do Sul,PR,5283
-51.4590,-24.0130,Cruzmaltina,PR,973
-49.2730,-25.4280,Curitiba,PR,6306
-50.4580,-24.0330,Curiúva,PR,3518
-54.1030,-24.9430,Diamante d'Oeste,PR,7984
-52.8600,-22.6560,Diamante do Norte,PR,1490
-52.6800,-25.0430,Diamante do Sul,PR,4643
-53.0570,-25.7340,Dois Vizinhos,PR,4032
-53.2920,-23.3810,Douradina,PR,8669
-52.2180,-23.5560,Doutor Camargo,PR,8212
-49.4200,-24.5680,Doutor Ulysses,PR,8694
-53.1640,-25.9420,Enéas Marques,PR,893
-52.2690,-23.7970,Engenheiro Beltrão,PR,7273
-54.2340,-24.7040,Entre Rios do Oeste,PR,3687
-53.8110,-23.7240,Esperança Nova,PR,4894
-52.8360,-25.4240,Espigão Alto do Iguaçu,PR,5830
-52.6230,-24.1000,Farol,PR,2774
-51.3200,-24.0010,Faxinal,PR,9438
-49.3080,-25.6580,Fazenda Rio Grande,PR,1935
-51.9790,-23.9160,Fênix,PR,3337
-50.5480,-25.4130,Fernandes Pinheiro,PR,3386
